image,target_hash,target_title,target_topic,num_choices,choice_0,choice_1,choice_2,choice_3,choice_4,task
cacea99e45923351b11ad08136491b1a_0010.png,cacea99e45923351b11ad08136491b1a,The Flow Game: Leximin and Leximax Core Imputations,2,5,"Learning from, understanding, and supporting DevOps artifacts for docker","On the Validity of Traditional Vulnerability Scoring Systems for
  Adversarial Attacks against LLMs",Minimum $2$-vertex-twinless connected spanning subgraph problem,On the amortized complexity of approximate counting,The Flow Game: Leximin and Leximax Core Imputations,guess-image-title
81a26a88599544afce807f208b9de420_0011.png,81a26a88599544afce807f208b9de420,Total Difference Labelings of Graphs,0,5,Ant Routing scalability for the Lightning Network,FastFabric: Scaling hyperledger fabric to 20 000 transactions per second,Limited packings: related vertex partitions and duality issues,The Complexity of Boolean State Separation (Technical Report),Total Difference Labelings of Graphs,guess-image-title
47534abe587e870d02e11ebd8de8fb55_0012.png,47534abe587e870d02e11ebd8de8fb55,Early Exiting with Ensemble Internal Classifiers,21,5,The area preserving curve shortening flow with Neumann free boundary conditions,On the Circumference of Essentially 4-connected Planar Graphs,Truly Low-Space Element Distinctness and Subset Sum via Pseudorandom Hash Functions,Trading causal order for locality,Early Exiting with Ensemble Internal Classifiers,guess-image-title
63ba562883b50f19880b59fa0d36cd15_0013.png,63ba562883b50f19880b59fa0d36cd15,Spectra of perfect state transfer Hamiltonians on fractal-like graphs,0,5,A 2-categorical extension of the Reshetikhin-Turaev theory,The combinatorial game N<scp>ofil</scp> played on Steiner triple systems,Mind Your Inflections! Improving NLP for Non-Standard Englishes with Base-Inflection Encoding,Quasi-period collapse in half-integral polygons,Spectra of perfect state transfer Hamiltonians on fractal-like graphs,guess-image-title
e520cf0b2dd142c3455a1547f8558530_0014.png,e520cf0b2dd142c3455a1547f8558530,Stand-Up Indulgent Gathering on Rings,13,5,Characterization theorems for PDL and FO(TC),Cross-lingual Extended Named Entity Classification of Wikipedia Articles,Clique-partitioned graphs,Minimal graph in which the intersection of two longest paths is not a separator,Stand-Up Indulgent Gathering on Rings,guess-image-title
32ea96a142ecd515d3e5e6c959b7e9ba_0015.png,32ea96a142ecd515d3e5e6c959b7e9ba,Boosting RANSAC via Dual Principal Component Pursuit,22,5,Matrix Inference in Growing Rank Regimes,Rethinking and Improving Multi-task Learning for End-to-end Speech Translation,Semidistrim Lattices,Avoiding 5/4-powers on the alphabet of nonnegative integers,Boosting RANSAC via Dual Principal Component Pursuit,guess-image-title
8068c0792dea16509807774452bd5c6e_0016.png,8068c0792dea16509807774452bd5c6e,Passivity Tools for Hybrid Learning Rules in Large Populations,4,5,The maximum discrete surface-to-volume ratio of space-filling curve partitions,Learning One-Clock Timed Automata,Rewriting Structured Cospans: A Syntax For Open Systems,Nearly all $k$-SAT functions are unate,Passivity Tools for Hybrid Learning Rules in Large Populations,guess-image-title
ca6ee5ddfaec2a2edacd9c6aa0c70ec4_0017.png,ca6ee5ddfaec2a2edacd9c6aa0c70ec4,Universal Distances for Extended Persistence,25,5,On the Complexity of Sub-Tree Scheduling for Wireless Sensor Networks with Partial Coverage,Generalized prolate spheroidal functions: algorithms and analysis,LIBRE: Learning Interpretable Boolean Rule Ensembles,Multi-transversals for Triangles and the Tuza's Conjecture,Universal Distances for Extended Persistence,guess-image-title
63b06ab8b531b870db40571d1156287f_0018.png,63b06ab8b531b870db40571d1156287f,Incompressibility of H-free edge modification problems: Towards a dichotomy,22,5,Classifying World War II era ciphers with machine learning,"Twin-star hypothesis and cycle-free $d$-partitions of $K_{2d}$
  ]{Twin-star hypothesis and cycle-free $d$-partitions of $K_{2d}$",The Complexity of Morality: Checking Markov Blanket Consistency with DAGs via Morality,Compactifying Exchange Graphs I: Annuli and Tubes,Incompressibility of H-free edge modification problems: Towards a dichotomy,guess-image-title
389a6239850808826c376f6da43403a7_0019.png,389a6239850808826c376f6da43403a7,Using Ontologies for the Formalization and Recognition of Criticality for Automated Driving,19,5,Matrix product operator algebras I: representations of weak Hopf algebras and projected entangled pair states,Coalgebraic logic programming: from Semantics to Implementation,The Homogeneous Broadcast Problem in Narrow and Wide Strips,DALE: Differential Accumulated Local Effects for efficient and accurate global explanations,Using Ontologies for the Formalization and Recognition of Criticality for Automated Driving,guess-image-title
5ba45684a0b037f859efae7c41505c40_0020.png,5ba45684a0b037f859efae7c41505c40,Formalising the Robustness of Counterfactual Explanations for Neural Networks,10,5,Weak morphisms of higher dimensional automata,"Learning Symbolic Expressions: Mixed-Integer Formulations, Cuts, and Heuristics","Gradient Descent is Pareto-Optimal in the Oracle Complexity and Memory
  Tradeoff for Feasibility Problems",P-positions in Modular Extensions to Nim,Formalising the Robustness of Counterfactual Explanations for Neural Networks,guess-image-title
65e2e59aeb19ed562a21193392e58b47_0021.png,65e2e59aeb19ed562a21193392e58b47,Identifying Statistical Bias in Dataset Replication,29,5,Semi-supervised binary classification with latent distance learning,The While language,Nonparametric Inference for Auto-Encoding Variational Bayes,A pumping lemma for non-cooperative self-assembly,Identifying Statistical Bias in Dataset Replication,guess-image-title
f517113c87d3728a18a35330dd26394f_0022.png,f517113c87d3728a18a35330dd26394f,Hairy graphs to ribbon graphs via a fixed source graph complex,0,5,On the independence number of random trees via tricolourations,Straggler Mitigation Through Unequal Error Protection for Distributed Approximate Matrix Multiplication,RoBERTa-BiLSTM: A Context-Aware Hybrid Model for Sentiment Analysis,"Authentication schemes for Smart Mobile Devices: Threat Models, Countermeasures, and Open Research Issues",Hairy graphs to ribbon graphs via a fixed source graph complex,guess-image-title
4d7a3d4adf54c5c0f32cbfc12b82b708_0023.png,4d7a3d4adf54c5c0f32cbfc12b82b708,"Twin-star hypothesis and cycle-free $d$-partitions of $K_{2d}$
  ]{Twin-star hypothesis and cycle-free $d$-partitions of $K_{2d}$",8,5,Weak equivalence of local independence graphs,"Random evolution equations: well-posedness, asymptotics, and applications to graphs",HashTag Erasure Codes: From Theory to Practice,An in-reachability based classification of invariant synchrony patterns in weighted coupled cell networks,"Twin-star hypothesis and cycle-free $d$-partitions of $K_{2d}$
  ]{Twin-star hypothesis and cycle-free $d$-partitions of $K_{2d}$",guess-image-title
bdb01320d1e2178f6699527d2562e726_0024.png,bdb01320d1e2178f6699527d2562e726,The real numbers in inner models of set theory,9,5,Timely Broadcasting in Erasure Networks: Age-Rate Tradeoffs,Approval-Based Committee Voting in Practice: A Case Study of (Over-)Representation in the Polkadot Blockchain,Hidden Markov Models with Random Restarts vs Boosting for Malware Detection,Scalable Bayesian Network Structure Learning with Splines,The real numbers in inner models of set theory,guess-image-title
968154ae9eb99290ae19fbc177773002_0025.png,968154ae9eb99290ae19fbc177773002,Universal Dependency Parsing with a General Transition-Based DAG Parser,5,5,Scheduling on Two Types of Resources,Feature Binding with Category-Dependant MixUp for Semantic Segmentation and Adversarial Robustness,Asymmetric Momentum: A Rethinking of Gradient Descent,Self-supervised Video Object Segmentation with Distillation Learning of Deformable Attention,Universal Dependency Parsing with a General Transition-Based DAG Parser,guess-image-title
d868230a49799fc5153f5b795fd238ae_0026.png,d868230a49799fc5153f5b795fd238ae,RoBERTa-BiLSTM: A Context-Aware Hybrid Model for Sentiment Analysis,2,5,Causal models on probability spaces,Asymptotic half-grid and full-grid minors,Multi-parameter complexity analysis for constrained size graph problems: using greediness for parameterization,Investigating the Combination of Planning-Based and Data-Driven Methods for Goal Recognition,RoBERTa-BiLSTM: A Context-Aware Hybrid Model for Sentiment Analysis,guess-image-title
78627853d251c44f2a4066832ed1bcd2_0027.png,78627853d251c44f2a4066832ed1bcd2,On The Alignment Problem In Multi-Head Attention-Based Neural Machine Translation.,10,5,Möbius Inversion and Duality for Summations of Stable Graphs,On the Relative Succinctness of Sentential Decision Diagrams,On the directed tile assembly systems at temperature 1,On Lyapunov functions and gradient flow structures in linear consensus systems,On The Alignment Problem In Multi-Head Attention-Based Neural Machine Translation.,guess-image-title
fe1ba4d97b3374be798f7c151c7c0942_0028.png,fe1ba4d97b3374be798f7c151c7c0942,On Discrete Curvatures of Trees,7,5,"Multicriteria Optimization and Decision Making: Principles, Algorithms
  and Case Studies",Kernel methods through the roof: handling billions of points efficiently,Neural Response Ranking for Social Conversation: A Data-Efficient Approach,"Toward identifiability of total effects in summary causal graphs with
  latent confounders: an extension of the front-door criterion",On Discrete Curvatures of Trees,guess-image-title
9c3d9e10c2cb3213ed45d557e8dbf909_0029.png,9c3d9e10c2cb3213ed45d557e8dbf909,GEMSEC: Graph Embedding with Self Clustering,0,5,An approach to computing downward closures,ActiveIter: Meta Diagram based Active Learning in Social Networks Alignment,Efficiently Decoding Reed–Muller Codes From Random Errors,Faster goal-oriented shortest path search for bulk and incremental detailed routing,GEMSEC: Graph Embedding with Self Clustering,guess-image-title
969493f7215fdbef321756608069f92b_0030.png,969493f7215fdbef321756608069f92b,Broken circuit complexes of series-parallel networks,5,5,The (homological) persistence of gerrymandering,Calibrating L\'evy Processes from Observations Based on Neural Networks and Automatic Differentiation,Snake-in-the-Box Codes for Rank Modulation Under Kendall’s $\tau $ -Metric,Incompressibility of H-free edge modification problems: Towards a dichotomy,Broken circuit complexes of series-parallel networks,guess-image-title
f1a921bfc0bfe4331b86459b52ba1da6_0031.png,f1a921bfc0bfe4331b86459b52ba1da6,Babel Storage: Uncoordinated Content Delivery from Multiple Coded Storage Systems,23,5,Finite approximation of free groups with an application to the Henckell--Rhodes problem,Learning to Reuse Distractors to Support Multiple-Choice Question Generation in Education,Higher algebra of $A_\infty$ and $ΩB As$-algebras in Morse theory II,Order-Preserving Pattern Matching Indeterminate Strings,Babel Storage: Uncoordinated Content Delivery from Multiple Coded Storage Systems,guess-image-title
842bc91543343a7c1fa15ed59645cca6_0032.png,842bc91543343a7c1fa15ed59645cca6,Topology and spectral interconnectivities of higher-order multilayer networks,5,5,Divisors computing minimal log discrepancies on lc surfaces,Parametrization by Horizontal Constraints in the Study of Algorithmic Properties of $\mathbb{Z}^2$-Subshift of Finite Type,Approximate Policy Iteration Schemes: A Comparison,An algebraic characterization of strong graphs,Topology and spectral interconnectivities of higher-order multilayer networks,guess-image-title
d0efa8ac64f784ae7c89e1f44bf4076b_0033.png,d0efa8ac64f784ae7c89e1f44bf4076b,Identification In Missing Data Models Represented By Directed Acyclic Graphs,0,5,CodeBERTScore: Evaluating Code Generation with Pretrained Models of Code,Tunable Online MUS/MSS Enumeration,Safe Deferred Memory Reclamation with Types,Cyber Attack Thread: A control-flow based approach to deconstruct and mitigate cyber threats,Identification In Missing Data Models Represented By Directed Acyclic Graphs,guess-image-title
f3b6ae911d6ea07aec9b630a3d2eba9e_0034.png,f3b6ae911d6ea07aec9b630a3d2eba9e,Moment varieties from inverse Gaussian and gamma distributions,8,5,On 1-skeleton of the polytope of pyramidal tours with step-backs,Results for the maximum weight planar subgraph problem,Assessing Differentially Private Variational Autoencoders under Membership Inference,Wiki Entity Summarization Benchmark,Moment varieties from inverse Gaussian and gamma distributions,guess-image-title
f8a667547be4f6998ae7195405498f0e_0035.png,f8a667547be4f6998ae7195405498f0e,Crossing number of curves on surfaces,20,5,Expanding Belnap 2: the dual category in depth,Projective toric codes,"Bi-traceable graphs, the intersection of three longest paths and Hippchen's conjecture",Independent [k]-Roman Domination on Graphs,Crossing number of curves on surfaces,guess-image-title
96a39bd0a7cc8feb63168797fd5c6579_0036.png,96a39bd0a7cc8feb63168797fd5c6579,Learning Group Importance using the Differentiable Hypergeometric Distribution,4,5,Gradient COBRA: A kernel-based consensual aggregation for regression,Balancing connected colourings of graphs,On the Number of Steps of CyclePopping in Weakly Inconsistent U(1)-Connection Graphs,On identities concerning integer parts,Learning Group Importance using the Differentiable Hypergeometric Distribution,guess-image-title
91e3a84c9a190f976a98ba4d7b6f39fd_0037.png,91e3a84c9a190f976a98ba4d7b6f39fd,A synchronous rendering of hybrid systems for designing Plant-on-a-Chip (PoC),23,5,Efficient algorithms for computing a minimal homology basis,Graphical Residual Flows,"STAGE: Simplified Text-Attributed Graph Embeddings Using Pre-trained
  LLMs",A Deeper Dive Into What Deep Spatiotemporal Networks Encode: Quantifying Static vs. Dynamic Information,A synchronous rendering of hybrid systems for designing Plant-on-a-Chip (PoC),guess-image-title
9fb8c2da8fe0c6735af4c607ce1fc0e1_0038.png,9fb8c2da8fe0c6735af4c607ce1fc0e1,Monitoring hyperproperties with circuits,1,5,Topological Data Analysis in ATM: the shape of big flight data sets,Independent sets near the lower bound in bounded degree graphs,Covering the Boundary of a Simple Polygon with Geodesic Unit Disks,"Towards a Parameterized Approximation Dichotomy of MinCSP for Linear
  Equations over Finite Commutative Rings",Monitoring hyperproperties with circuits,guess-image-title
86daa5ae8c7c8bfec89e2dcf1b9efa63_0039.png,86daa5ae8c7c8bfec89e2dcf1b9efa63,Blind identification of an unknown interleaved convolutional code,11,5,Sublinear Time and Space Algorithms for Correlation Clustering via Sparse-Dense Decompositions,"Cephalo: Harnessing Heterogeneous GPU Clusters for Training Transformer
  Models",Local random quantum circuits form approximate designs on arbitrary architectures,Characterizing Planar Tanglegram Layouts and Applications to Edge Insertion Problems,Blind identification of an unknown interleaved convolutional code,guess-image-title
c32729111247ab3df8bef97610d7fad8_0040.png,c32729111247ab3df8bef97610d7fad8,"The Unum Number Format: Mathematical Foundations, Implementation and Comparison to IEEE 754 Floating-Point Numbers",20,5,An Experience-Based Direct Generation Approach to Automatic Image Cropping,E-injective coloring of graphs,Enhancement by postfiltering for speech and audio coding in ad-hoc sensor networks,"Entropy of cluster DT transformations and the finite-tame-wild
  trichotomy of acyclic quivers","The Unum Number Format: Mathematical Foundations, Implementation and Comparison to IEEE 754 Floating-Point Numbers",guess-image-title
3aa041125d65c280eea81359e2ce22fc_0041.png,3aa041125d65c280eea81359e2ce22fc,Is Model Ensemble Necessary? Model-based RL via a Single Model with Lipschitz Regularized Value Function,26,5,Efficient Bayesian Network Structure Learning via Parameterized Local Search on Topological Orderings,"Calibrating Practical Privacy Risks for Differentially Private Machine
  Learning",Fault-Tolerant One-Bit Addition with the Smallest Interesting Colour Code,Desingularization of binomial varieties using toric Artin stacks,Is Model Ensemble Necessary? Model-based RL via a Single Model with Lipschitz Regularized Value Function,guess-image-title
ab732013ca7e03538e187fdaf3f19256_0042.png,ab732013ca7e03538e187fdaf3f19256,On Exact Inversion of DPM-Solvers,8,5,On the Algebraic Structure of Linear Trellises,Higher algebra of $A_\infty$ and $ΩB As$-algebras in Morse theory II,A synchronous rendering of hybrid systems for designing Plant-on-a-Chip (PoC),on removal of perfect matching from folded hypercubes,On Exact Inversion of DPM-Solvers,guess-image-title
ffd25fb0481541b33e33a5654c54cc98_0043.png,ffd25fb0481541b33e33a5654c54cc98,MONICA in Hamburg: Towards Large-Scale IoT Deployments in a Smart City,6,5,Prophet Inequalities with Cancellation Costs,Quantifying Genetic Innovation: Mathematical Foundations for the Topological Study of Reticulate Evolution,Parallelism Versus Latency in Simplified Successive-Cancellation Decoding of Polar Codes,New graceful diameter-6 trees by transfers,MONICA in Hamburg: Towards Large-Scale IoT Deployments in a Smart City,guess-image-title
d9e769710fe17fe113900c9b4822ae31_0044.png,d9e769710fe17fe113900c9b4822ae31,Reducing Simply Generated Trees by Iterative Leaf Cutting,7,5,Small Effect Sizes in Malware Detection? Make Harder Train/Test Splits!,The controlled SWAP test for determining quantum entanglement,Hadamard products and BPS networks,Undirected 3-Fault Replacement Path in Nearly Cubic Time,Reducing Simply Generated Trees by Iterative Leaf Cutting,guess-image-title
883b83061d374e09c95b5bff06bb2e16_0045.png,883b83061d374e09c95b5bff06bb2e16,"On z-coloring and ${\rm b}^{\ast}$-coloring of graphs as improved
  variants of the b-coloring",14,5,Linear Context-Free Tree Languages and Inverse Homomorphisms,Distributed Non-Interference,Reverse Prevention Sampling for Misinformation Mitigation in Social Networks,Combinatorial settlement planning,"On z-coloring and ${\rm b}^{\ast}$-coloring of graphs as improved
  variants of the b-coloring",guess-image-title
848c5339fbf874b346476048dd6f5ae7_0046.png,848c5339fbf874b346476048dd6f5ae7,The Removal Lemma for Tournaments,13,5,Gradient-Based Trajectory Optimization With Learned Dynamics,State Machine Frameworks for Website Fingerprinting Defenses: Maybe Not,Partitioned List Decoding of Polar Codes: Analysis and Improvement of Finite Length Performance,Quasiperiods of Magic Labeling Quasipolynomials,The Removal Lemma for Tournaments,guess-image-title
c0a49fc9d907fd54dae8616bf4d6b86a_0047.png,c0a49fc9d907fd54dae8616bf4d6b86a,Perfect discrete Morse functions on connected sums,12,5,Chorded Cycle Facets of Clique Partitioning Polytopes,Capturing Long-range Contextual Dependencies with Memory-enhanced Conditional Random Fields,An ensemble Kalman filter approach based on level set parameterization for acoustic source identification using multiple frequency information,Decomposition of planar graphs with forbidden configurations,Perfect discrete Morse functions on connected sums,guess-image-title
e1893e1d1f4a0ec9873451ac0a70c1b4_0048.png,e1893e1d1f4a0ec9873451ac0a70c1b4,Graphical Models of Entangled Missingness,1,5,"Topological groups with a compact open subgroup, Relative hyperbolicity and Coherence",A Tight Subexponential-time Algorithm for Two-Page Book Embedding,Unindexed subshifts of finite type and their connection to automorphisms of Thompson's groups,Effective and Efficient PageRank-based Positioning for Graph Visualization,Graphical Models of Entangled Missingness,guess-image-title
20abd3e91a3f2ec5c7dbb907da6653ed_0049.png,20abd3e91a3f2ec5c7dbb907da6653ed,Sparse Flows: Pruning Continuous-depth Models,8,5,On the Maximum Number of Crossings in Star-Simple Drawings of $K_n$ with No Empty Lens,Cambrian acyclic domains: counting $c$-singletons,Half-integral Erd\H{o}s-P\'osa property of directed odd cycles,Homology of configuration spaces of hard squares in a rectangle,Sparse Flows: Pruning Continuous-depth Models,guess-image-title
46754ba65b39a13b88d17e68db0ad856_0050.png,46754ba65b39a13b88d17e68db0ad856,Counting Branches in Trees Using Games,13,5,Fast and exact analysis for LRU caches,An External-Memory Algorithm for String Graph Construction,Evaluating Scalable Bayesian Deep Learning Methods for Robust Computer Vision,Learning What Others Know,Counting Branches in Trees Using Games,guess-image-title
62f20693ba53a050bb37753c447bdcda_0051.png,62f20693ba53a050bb37753c447bdcda,Simple Reductions from Formula-SAT to Pattern Matching on Labeled Graphs and Subtree Isomorphism,0,5,On merge trees with a given homological sequence,S-Packing Colorings of Cubic Graphs,Interpretable Sentence Representation with Variational Autoencoders and Attention,"The Word Problem for $(\omega - 1)$-Terms over
  $\boldsymbol{\mathrm{DAb}}$",Simple Reductions from Formula-SAT to Pattern Matching on Labeled Graphs and Subtree Isomorphism,guess-image-title
ab20f2349f410de0508ea68194dde493_0052.png,ab20f2349f410de0508ea68194dde493,A Bulk-Parallel Priority Queue in External Memory with STXXL,23,5,Opportunities and Challenges in Neural Dialog Tutoring,Bootstrapping Semantic Segmentation with Regional Contrast,Two novel results on the existence of $3$-kernels in digraphs,Truncated moment problems on positive-dimensional algebraic varieties,A Bulk-Parallel Priority Queue in External Memory with STXXL,guess-image-title
444534bcbe5409562e7b422623d463b7_0053.png,444534bcbe5409562e7b422623d463b7,The regularity of the coupled system between an electrical network with fractional dissipation and a plate equation with fractional inertial rotational,5,5,Lifting sum-of-squares lower bounds: degree-2 to degree-4,Demonstration of Algorithmic Quantum Speedup for an Abelian Hidden Subgroup Problem,A one-phase tree-based algorithm for mining high-utility itemsets from a transaction database,SMART: Self-supervised Multi-task pretrAining with contRol Transformers,The regularity of the coupled system between an electrical network with fractional dissipation and a plate equation with fractional inertial rotational,guess-image-title
b1d86edf369650db44e62a25f4e67a5d_0054.png,b1d86edf369650db44e62a25f4e67a5d,Hidden Permutations to the Rescue: Multi-Pass Semi-Streaming Lower Bounds for Approximate Matchings,29,5,Generalising the achromatic number to Zaslavsky's colourings of signed graphs,Subset verification and search algorithms for causal DAGs,Sentiment Analysis Using Averaged Weighted Word Vector Features,Size optimization of CNOT circuits on NISQ,Hidden Permutations to the Rescue: Multi-Pass Semi-Streaming Lower Bounds for Approximate Matchings,guess-image-title
a67769f3e0f7f096446a3702ac78f4fb_0055.png,a67769f3e0f7f096446a3702ac78f4fb,A Proof of the Optimal Leapfrogging Conjecture,22,5,An Upper Bound for Random Measurement Error in Causal Discovery,On free abelian categories for theorem proving,"Efficient simulation of complex Ginzburg--Landau equations using
  high-order exponential-type methods",The maximum discrete surface-to-volume ratio of space-filling curve partitions,A Proof of the Optimal Leapfrogging Conjecture,guess-image-title
e55173ea0f845ea5f4f88ed7cc6b1a64_0056.png,e55173ea0f845ea5f4f88ed7cc6b1a64,Proof-theoretic aspects of NL$λ$,9,5,Noise Robustness and Experimental Demonstration of a Quantum Generative Adversarial Network for Continuous Distributions,Core groups,Defense Against Reward Poisoning Attacks in Reinforcement Learning,On the range of lattice models in high dimensions - extended version,Proof-theoretic aspects of NL$λ$,guess-image-title
48594e79c2d93c7f1a23bedc0f2d666b_0057.png,48594e79c2d93c7f1a23bedc0f2d666b,On the readability of overlap digraphs,0,5,An introduction to multiparameter persistence,On extended graphical calculus for categorified quantum $sl(n)$,On a question of Matt Baker regarding the dollar game,TRAMS: Training-free Memory Selection for Long-range Language Modeling,On the readability of overlap digraphs,guess-image-title
2f8b162e52ee58194669a869ed6b0552_0058.png,2f8b162e52ee58194669a869ed6b0552,Barren plateaus in quantum tensor network optimization,1,5,Triplet Reconstruction and all other Phylogenetic CSPs are Approximation Resistant,Undecidability of Translational Tiling with Three Tiles,An Energy Efficient Spectrum Sensing in Cognitive Radio Wireless Sensor Networks,Optimal Routing for Constant Function Market Makers,Barren plateaus in quantum tensor network optimization,guess-image-title
944860cd1649b2d39878503b7ffe8f7f_0059.png,944860cd1649b2d39878503b7ffe8f7f,Cartesian product graphs and k-tuple total domination,0,5,Memory Augmented Language Models through Mixture of Word Experts,Generative Adversarial Networks and Image-Based Malware Classification,Exploiting Parallelism in Coalgebraic Logic Programming,Bounding and Estimating the Classical Information Rate of Quantum Channels With Memory,Cartesian product graphs and k-tuple total domination,guess-image-title
eefbe23447093027c2c0cea959615664_0060.png,eefbe23447093027c2c0cea959615664,Topological Graph Neural Networks,0,5,Stealthy Opaque Predicates in Hardware -- Obfuscating Constant Expressions at Negligible Overhead,Explainable Biomedical Recommendations via Reinforcement Learning Reasoning on Knowledge Graphs,Runtime Mitigation of Packet Drop Attacks in Fault-tolerant Networks-on-Chip,"Separating OR, SUM, and XOR Circuits",Topological Graph Neural Networks,guess-image-title
b2352bc67bb2b78388b2176b3fff2b58_0061.png,b2352bc67bb2b78388b2176b3fff2b58,Variable Transformations in combination with Wavelets and ANOVA for high-dimensional approximation,26,5,Markov Conditions and Factorization in Logical Credal Networks,Probabilistic Duality for Parallel Gibbs Sampling without Graph Coloring,Distributed Persistent Homology for 2D Alpha Complexes,Higher-Order Recursion Schemes and Collapsible Pushdown Automata: Logical Properties,Variable Transformations in combination with Wavelets and ANOVA for high-dimensional approximation,guess-image-title
87919e90a410209aa025e3ccd8bf20ce_0062.png,87919e90a410209aa025e3ccd8bf20ce,General position polynomials,12,5,Causal Inference with a Graphical Hierarchy of Interventions,Proof nets and the instantiation overflow property,Effectiveness of Moving Target Defenses for Adversarial Attacks in ML-based Malware Detection,Minimum Entropy Submodular Optimization (and Fairness in Cooperative Games),General position polynomials,guess-image-title
