hash0,task
bbd9ef7fd30a3f7d402202032ec0e508,rating-1
5a491fd52e2828390d390392f1351ad2,rating-1
eef111b49388f67acdecda84c016fb24,rating-1
d311abff6a6fc3c8d39449d3d75b4513,rating-1
e064f1a2afd0c3c11d6347f269037fe5,rating-1
f34962872c69c68d04ee69a0353d83ff,rating-1
f90d5c07382861b7c7ec4c28d03bd673,rating-1
5788a322c64f8533120f56c102abb10a,rating-1
5e80d6c6b8d1fc04ee7c1f48f078de04,rating-1
dad52ad0e8790f121b5008582eb11136,rating-1
edf025502fc42f941228a68863e55066,rating-1
f0626815091d037a2a91ca6f1e1ed7bc,rating-1
304edd8a0426fc920eeb7892a78730ee,rating-1
575a8284becac120418f40c318963826,rating-1
2017832779737f2e10e696b0dbb37142,rating-1
58f192176af1b097c2b3dd132f301a1e,rating-1
9f9eb0480a27642b8dc088796e7b4049,rating-1
45500acbf02f17058a9fc4e85016bf7d,rating-1
7a66ba17960a05e314bd1a73ba3a8df6,rating-1
203e3357b1f1b8ad11bf991eee7b9e45,rating-1
9e5b2695bd6c517f979361eccbf485a5,rating-1
56a57db40a8c94a769e9748481c2aea1,rating-1
f49a434d9fd17456ca6722723d2b9def,rating-1
83d6832d08fe48dd52b8713512b86906,rating-1
5a061835815bb8ae062f08c877861fc7,rating-1
e7ad71eea7fdde4079631f4eafd4936f,rating-1
f80a26d63f6631638200538e03ae5658,rating-1
26a488960d67457a2edd328213b198b9,rating-1
6113f631c1ec54d5b710038c411b3cf8,rating-1
d885903fed001823908315072697469a,rating-1
3e8d02fe8c4932fd3b03cd3fdfe9d76b,rating-1
e590badcfe040966c47a20d995d90f1c,rating-1
716d16295b40598caa38c6dc803d674f,rating-1
cc9fbe05a3b4310561e516bd982dc335,rating-1
dbb40e59143000ccd2dce3ba1998f42b,rating-1
a9fe497c188dbcd6c8b1953f8f161202,rating-1
9199f86f3b810d5ca77ecd73d12785f6,rating-1
b6331fb9600f21cad9eb9d4357fec9e8,rating-1
41ad4663835bd05465941a031760656c,rating-1
b1091bee3c04a3ded732eb3029c68c56,rating-1
bf676c97a54ce9153040c4a65043aff1,rating-1
8f0ca72b97b371435b04cf321fca0fc4,rating-1
0d8bffedb5f52369ab39350e2c07ac4d,rating-1
6661f7b6437234c47683f706dc6f1d49,rating-1
234513a9908b9761647db53beaeaeca1,rating-1
57c8aab5d09ad4db80db41a44a7b518b,rating-1
948f9f3dba56053da458b8a9cd089a34,rating-1
6886b3be4589a350c3cc3db72bdb8bfb,rating-1
c55130d34b00a988c07fad6c43c4ee59,rating-1
f33b45053e475fe5152852bc18dc119e,rating-1
add2e4a50616089b5b943b51718baa23,rating-1
500e467edf3ee3b61c50392cd79ecd58,rating-1
4b252578eeccd1f8ad39cd3bd7d73778,rating-1
eaddeee9415ab4892703c217532c1040,rating-1
d40c635de6898b118443851f89c18f37,rating-1
bf82095a0e796df85ba11a54e73ff256,rating-1
1222a06d78cae61be0a64410386ca65d,rating-1
907110d156478fa0a934d7670958a487,rating-1
b57b99973ade7f621676d3b282eff49a,rating-1
91433d290c5d0e3053fa1eb34c43430a,rating-1
af585f9d414022c0c23f4ac735298223,rating-1
4c5f18d1a324fe6dd57fb272c251d563,rating-1
813a289049d336662cf280f5205b7f5c,rating-1
c55252df72b612dfb12fd457794e854d,rating-1
e1d2a921d58545fe01e82690bf368413,rating-1
a515cfff646b4adb8717514ef7f87552,rating-1
5ca666d5a55d15c55f9484ac021ae554,rating-1
6c72cfba53f647d07ed5150e2bab8b41,rating-1
a9f3e0bf23e1757d03ee9325e6d78571,rating-1
d741efda7b6f20963108968c446ef12a,rating-1
bd0b417cabc07fffa4349855318f6c15,rating-1
c7d00c0d939bbc668ab379571b86723e,rating-1
095fdb0725794cde66e0905973cb00bd,rating-1
d41ee68864f29ad9d50c8f2dc3564edb,rating-1
d8e3e2f83efabb143c541449bcbfba0f,rating-1
a5708611fc57e8f7e948e684c93957fb,rating-1
e86a8d23b41d1d54b33617fb7eddfb6f,rating-1
ea2a71b6b78d75ea7e6af068e8ee14e8,rating-1
16aa1755cb9e8b15ce57203607115645,rating-1
f6a9dd93cf3403272f4c0e2242620c7d,rating-1
f0f039cc8af081642c21b39ac290cce4,rating-1
6ff644d060011f21227ac28b21052989,rating-1
2f8632df7e70116eb54655d2acba1736,rating-1
08c7a8b3315bdfcc4062e59b51ac9d5e,rating-1
d7013b88dd78917f96b8bc59fc95a39a,rating-1
a2bf06822fb4a52deedaf667118bb30e,rating-1
1f8d0adb7d88a6aee058caa7c2bc441d,rating-1
c72ed962d5f7bd77b7afc6129067a380,rating-1
f523f4d343ba9c6b63fd5a39ba8efc2a,rating-1
7971c9c4c3985494f6eedc637e2b3a08,rating-1
a33d19e68e84dfbd9d78a2a2c0a31e67,rating-1
e1f10a59a40d0b27618aaf15bc3837a8,rating-1
6ab4beac1913ac2f5ecfeacf875a8937,rating-1
d9c03d2d303039882b1f00a8a5f43dcc,rating-1
8097224feb8d8a89f20efc30865cad42,rating-1
1d1e2d1fe1cc1a29c8f5eafc70e82cfb,rating-1
2fa99a76ab92bb3ae566ce348be0ce1b,rating-1
dac963ad941d593c7a3422196d54bca9,rating-1
ea18e84de89c09f5feb4aab4947be5e6,rating-1
e493632596e178a86a7e3ada652cb76e,rating-1
bb21847f9ab32573968122a5cb0c0ff4,rating-1
040c59a162982a8254b08a2de406e3a0,rating-1
2dfd57ee122a368a14faea43995ae1b4,rating-1
1fb86fe74b4edf4ab4bafa74b162572c,rating-1
ec9ef5f80e666a9b59828caac44a31d0,rating-1
47a2bf5fe801bde03ba3410da8ac4c93,rating-1
276a0dafadbaa38b404311f2c1875208,rating-1
00ca44f79eefdfd4cefa12bd6b2b947c,rating-1
33fe6967178315cc35b6efefc151ba8c,rating-1
9937b51aa17feb4275c6f894fa544915,rating-1
e8c27ec7c082d1418f851722861fa1d8,rating-1
b55c0663062c3c6ac7e2695c70655d6a,rating-1
0f0a141152df22e6e99cc138ec4275bc,rating-1
265db0a9c01fb9444fa548694f78e741,rating-1
4e77eb190b57a38f6df4c39cca2d571b,rating-1
f0bcda20e2986bf06df836d4d0f5911e,rating-1
07309ee444da1df7da2e35803e6bb5bc,rating-1
4b3b03fcf10ad714fbc9d323309b18e1,rating-1
561de4cf1482a25dc8d74f82e2b38e26,rating-1
4251274d147bb66466098e0543b4f33b,rating-1
11873fedc1a0ece2e85b0f462d990675,rating-1
4faaf6eae26c621b4fa8d50c4297ccb8,rating-1
001921edcb1136c037d3b40e06a9ae17,rating-1
6f261b47283b86666ef5bfa3b73530ce,rating-1
450d4c5025b40c625978cd16e04c76cb,rating-1
80656ea5f68944560629ef445736ec79,rating-1
acddc386162e509396a0905ca8cc1015,rating-1
182b13225f2f70689693ecbb64b217ae,rating-1
33f2faeb05853c6a07074110325418d3,rating-1
fc4d28e2677cef522a4b47cf7485fe05,rating-1
ab583158d5c840e1e64210656d39c5ea,rating-1
c05086628e85d9362f37d275955055f8,rating-1
531e5dce7338bc99c91e647017e664d5,rating-1
d536f73c006f58f306ea231175851574,rating-1
a627c124cf7b2cd9770df32ad4d813f2,rating-1
7907761a76eb2d5feef0a963bd2ee88f,rating-1
f6a3774bae2099ed2ce53e1565c1b60a,rating-1
3921db7b888d07220bae8f7599e1a6a3,rating-1
eb4f704916d96c54eca7a8161fd1f021,rating-1
792a788f3f2f3ddf3b07576dd39ed637,rating-1
5a1397d8e6de333385d5f31678961415,rating-1
93ffc88dc38dc0bd43399e549e5ea842,rating-1
eff3172c849f0bb39515e23550351940,rating-1
1bd7a2ba74f230bd88d8cd338af06f3e,rating-1
63344427a27d40ace951fea050d9bd53,rating-1
7edd1d425d44e8de2eca723a647667b4,rating-1
016b38da201c6b9abe4c4e9ca1194375,rating-1
48cd1de85c8c19f16e35fa3d56bcc4f0,rating-1
9208fc243588801f72187196f20821e2,rating-1
75db15a4267c9e3e934ef9dfab3fee2d,rating-1
2e1812d143707c9c74f48158cc334da7,rating-1
629acacbffa63bd6d4c3bd0ef311730d,rating-1
6826b8542dae78cadc2485b6c7ebf501,rating-1
bdb8d561a95c6afba93c49387db54069,rating-1
65ec6492de2e5f6bf8515b0ca1015014,rating-1
b66fc3a64268e0b6214f748297e5f47c,rating-1
bcadb7bb95236b6b0a9ee24f14b680bb,rating-1
06bd96de08a323326113642871cd5ad5,rating-1
3196ef309e6c43d7e486c35ed509323a,rating-1
2c70e888427aed1e6d0c619d0870535c,rating-1
2b9d2f900769a4b9ff8acc4bf8f81944,rating-1
146edea4d7380b6e7f6c53a276875c08,rating-1
49c3f11aea366a501da610c3ea09173f,rating-1
0f3ec199027406bab2709ce91bb8c304,rating-1
78cb971ed1413858b78b211f9f9fe8dc,rating-1
47333884e06914be4ff8bce8cbe3fa4e,rating-1
2c876c1be2836dc2a4addc7d93198722,rating-1
5b5c241dc5c867b3afd725dcc851b26a,rating-1
cc9251cbeb42606a08471df8fbe8fc28,rating-1
78a85bddd43569ab95677725449315ab,rating-1
cc0eefdd7002b9c3527840aeca59f347,rating-1
a90b8052e88ad308ff8c0c9c70199726,rating-1
a37fdf01732b5f2c8e497e783a617aab,rating-1
6495e83ee3aad87cf6bf894ef5ea5fc0,rating-1
7ebe8e1c6646187becb8d5902bc5aac0,rating-1
8a31c4064656c66b3fd792aebdba2d2f,rating-1
bf43c705ab8fdd39118c119ab31cca9a,rating-1
ef2b2d8168fa652926ae1702c54d4519,rating-1
0aeabe221648cd21578c20ec2df20c76,rating-1
b6f54afbb8f1fa8be289a2a35fd1053d,rating-1
0063670a12a8f7305a3438eb9cbde7d5,rating-1
6049652e181308277597c03b17eb09d0,rating-1
32b79ccb76f2b35b990b260f8270f371,rating-1
7cb7b1e4a0fa231acbd4a0ec0abe46bb,rating-1
8233b1c940a03fcda859147fcf526351,rating-1
05dcf823f3aef2a0250df1272b881ad5,rating-1
f51fd7daf220cd330f1b5d47fbcc0d96,rating-1
7c3045c592830bfd97b6dc3805686e37,rating-1
644c076ea2b80f86071036e7402d13fa,rating-1
89ff6b1ecfc17b77ae56441501f51892,rating-1
ad042713b51880ff4d4714661eb0598e,rating-1
22ec65a13bb6d5a2153fca27895fb9a1,rating-1
3a2bf94ade354431c7a97405ff7fd5b0,rating-1
2b2c1b1b9cae16c6c3febd91dc659938,rating-1
28187b51c0de5a8d6a371f8a269e24f3,rating-1
63860a84487e4e1eaa21057cfdc6a3fc,rating-1
69f81d29f4e6c23b3ffc2970375c2dfd,rating-1
f910f2488f9b491d913958a91c69a012,rating-1
08c620118bf32da69c3b79ac7a9f1475,rating-1
eb93a17842bbad61520dbb2e8a5ece7b,rating-1
773e2c4f318713a386af79383b119964,rating-1
5e6ae9e54386993feffeba8024f58cb9,rating-1
433515ba826003265c1c67c66c7d3d97,rating-1
f0486d00413e597a56867b2f8addf99f,rating-1
875a10c845a34dc1cbcf50c830dea4f7,rating-1
4517f2fe59c7571d9a313a093df3b8a6,rating-1
90d32b4e77856fe72e2dad9a57eab230,rating-1
c31f42018ef5d6e93dc9edbf2c1d2270,rating-1
56ddd8f85c6cdc87dcce40a05466eb1c,rating-1
b457a2bb6308fccb4e59aacd428f65f5,rating-1
ce7dbac3cf5057d4e15cae3fa8d08f68,rating-1
07e4ca72eebaf0169a84baae93c57107,rating-1
792e4e991e0e165ab89e88a41e379731,rating-1
602dcd2a7626c8ce45f27066e5f7e80b,rating-1
ffb7225d1cb27a404afed984c25b4746,rating-1
6c865b7e6b42a6b9a0d1d87a2ff4eb79,rating-1
b868c7058d2dba6cb89cfbf55021bcbd,rating-1
e1b9a4bc74122b42ae29c4221353f5dc,rating-1
69f74b17f70a00e13ecfdc8caa78f424,rating-1
8dda28dd201759b29fa69e797d32e05a,rating-1
9194abbe6f22c93c0166a0bafc13baba,rating-1
7cae219ade468f190c52af3e1b682bd1,rating-1
c82768a73837aec7237ca4aad71f7cbb,rating-1
5a3f462ab4cddf3c16bb97ffa9dad1da,rating-1
fcce2146948fff46ccc98653e1d08403,rating-1
dbf38e7181dd063cc13e763a0c7565d5,rating-1
ababb49afaee059dd8259921504959c1,rating-1
4fa3ea8ae92b0fc495fc17062bba6993,rating-1
428bc6fc67898092548168b952061c66,rating-1
263f4408ca07f35923af6f9e9e8ecbb1,rating-1
8c83b28c84244e92bb5275bb3d0fea4e,rating-1
2ad2675697312968c059f6bd62b548a3,rating-1
8d39e156c66b8ea56e0c7104083ccc81,rating-1
53fd2226d9982895c90f5e2d9b06f9fd,rating-1
bf99d099b9e8c2862967199e45c64d58,rating-1
802e2beb53f7e39b7c59c7657183f901,rating-1
9c997f8530979dce86ec18269b1eeb38,rating-1
2f9cf0ca4f66938fe96e269fc62267ad,rating-1
417bd039bc713c991a01c33e289004de,rating-1
16265851225a7be8646d964e0ef4c86d,rating-1
c0f792db2ae1af867a2ba2746bae3e47,rating-1
b4b4b06d22d0e2fa49de685b8ec6efc8,rating-1
031357367e4457876ce465ec17902a0a,rating-1
5e07a0af846a6e02438dda1da5b790d5,rating-1
f5ae35bd06c8f6ad73e6416a0c031f04,rating-1
802a775a6d8d1a86e2a71b32b71511ad,rating-1
73ae3ab2b32ca2abbf7344a1d828fe5a,rating-1
4683c7026ab2b1ac2bacf76daffcdefc,rating-1
8309629201ba8f1d1124081a7118e8ac,rating-1
5c3c4d12e13163f3bbf1784b1bf254e1,rating-1
8d1ee724b4af810d10d906a73b7f6a80,rating-1
334c2ca2c8c936cef76e82f9c593d4c7,rating-1
41f2786a817a57d65bfe89c8dbfdc16f,rating-1
043ef8a656dd12142b2c81ce36660218,rating-1
508e7f446506566cc6b88427a155ff3a,rating-1
0a39504e6e8257cb1a60450fdf5ef352,rating-1
2b69f37be87f68fca8f3e70f83f99938,rating-1
34fa37a478ded1fc44568f0b55cc95af,rating-1
8b81c3481824c306d446b81acdab2f38,rating-1
ddaeabe77a3eafa3f874b968113732cc,rating-1
d91fed4f4f81a421ea6f95d2d78ad901,rating-1
2f46601c9bfebb1a72279ebeec38ac8d,rating-1
c655de1367ead5d2f6f0bee315ec99e0,rating-1
2ce46933ccccd3e284b35fecc84164f2,rating-1
e5bd29cf3b6d71cad206267e81bb0022,rating-1
ded1eb142354956f8907e630ba7085be,rating-1
7e8570ba9701227d1bb54f20c3782581,rating-1
b3547e858bfc80ef900b1dba3662180a,rating-1
26b4d4c5062aea827407ed004cd76a52,rating-1
c01b6387da0a8fb32fbae719b96c4454,rating-1
9c32caeac258c6ec41d5f44adce96d50,rating-1
ff9cb5040f3701fef6f0130385fba4dd,rating-1
00cee5a99905df01dae737b02794732e,rating-1
67a409ccf29772ca07ecc4daa8821b1e,rating-1
5481e5bb1abd62e5fe2579d4457cf5f7,rating-1
eef7b56ced936ff83d97fdcf730c6436,rating-1
cf76390a1a24c01dbe2281ab30ff1f0f,rating-1
9ed187aac72e498a083c7ff8d23fd971,rating-1
afa4f98b77dddbcf17115a3a9c691a70,rating-1
945702e5e8705dec0c7a8cfd6df10484,rating-1
52f5c0c8a2f4304a1464e390ba4db9f5,rating-1
be76b21fe588dd548d21f1943a53667f,rating-1
b538828fe8a6f38ac4d5c57b642cacd1,rating-1
101c2b35bd3fca354423436fc2f528e9,rating-1
cd310b3821d599e92aaeca3f9d73c62f,rating-1
5ae1fc2ef0146a5ba07b31b0b2cff21f,rating-1
107136ca72f4439383d303ad852526e6,rating-1
607f58bddf1ca0f63a834382bb26d8aa,rating-1
a42e7e5b477a38dd1f638e1b33d136aa,rating-1
ffabf3784198a9d1fcb70b129409fe42,rating-1
ccfbbb433eece5a8514248624370e8da,rating-1
1997b175384601307ee34cb896b8088b,rating-1
